gene_id	pathway_id	pathway_name
HORVU.MOREX.r3.5HG0466020	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
HORVU.MOREX.r3.5HG0474290	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
HORVU.MOREX.r3.6HG0609520	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
HORVU.MOREX.r3.6HG0609610	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
HORVU.MOREX.r3.6HG0609630	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
HORVU.MOREX.r3.2HG0144000	GO:0016719	9,9'-di-cis-zeta-carotene desaturase activity
HORVU.MOREX.r3.2HG0167280	GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
HORVU.MOREX.r3.3HG0264540	GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
HORVU.MOREX.r3.4HG0364080	GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
HORVU.MOREX.r3.4HG0364090	GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
HORVU.MOREX.r3.5HG0447130	GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
HORVU.MOREX.r3.6HG0539550	GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
HORVU.MOREX.r3.1HG0000080	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000140	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000340	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000540	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000600	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000690	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000720	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0000730	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001280	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001540	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001640	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001650	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001670	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001690	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001700	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001720	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001730	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001790	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001800	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001820	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001850	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001880	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0001890	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002020	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002040	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002080	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002160	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002440	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002510	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002520	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002560	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002680	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002830	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002850	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002910	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002920	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0002990	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0003030	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0003040	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0003050	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0003100	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0003270	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0003780	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0004150	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0004730	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005040	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005070	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005190	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005200	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005210	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005220	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005230	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005240	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005250	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005260	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005270	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005340	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005420	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0005750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0006210	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0006400	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0006410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0006430	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0006690	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0006840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0007170	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0007850	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0007900	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0008080	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0008140	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0008440	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0009400	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0009480	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0009490	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0009610	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0009630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0010090	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0011960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012140	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012180	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012290	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012390	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012400	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012420	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012430	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0012840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0013070	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0013180	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0013300	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0013690	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0013800	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0014100	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0014340	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0014410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0014430	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0014520	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0015520	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0015680	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0015720	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0015960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0016200	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0016260	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0016450	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0016950	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0017110	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0017720	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0017750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0017930	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0017980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0018820	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0018830	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0018930	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0018940	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0019260	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0019360	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0019960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0019970	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0020440	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0020850	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0021340	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0021350	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0021360	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0021390	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0021800	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0021980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0022500	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0022550	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0022560	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0022860	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0023840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0024140	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0024690	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0025320	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0025520	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0025600	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0025730	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0026470	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0026750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0026870	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0026930	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0027330	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0027360	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0027530	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0027850	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0027950	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0029240	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0029270	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0029430	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0029910	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0030120	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0030630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0030650	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0030720	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0031180	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0031320	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0031770	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0031980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0032260	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0033710	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0033780	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0034230	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0034310	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0034700	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0035920	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0036400	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0037210	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0037770	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0038160	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0038170	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0038620	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0038630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0038640	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0038740	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0038800	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0039350	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0040000	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0040860	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0041010	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0041060	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0041280	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0041440	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0041550	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0041560	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0042200	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0042320	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0042750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0044490	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0044640	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0044660	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0045440	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0045490	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0045980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0046770	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0046900	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0047460	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0048080	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0048090	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0049480	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0049840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0050200	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051110	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051120	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051740	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051770	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051800	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051810	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051860	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051870	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051880	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051890	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051900	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0051910	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0052100	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0052130	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0052470	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0052720	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0052980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0053380	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0053610	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0053630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0053680	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0053920	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0053930	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0054020	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0054200	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0054940	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0055010	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0055230	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0055410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0055740	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0055830	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0056740	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0056780	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0057210	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0057490	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0057520	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0057590	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0057620	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0057820	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0058050	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0058450	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0058680	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0058730	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0058800	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0058810	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0058910	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0059350	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0059550	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0059740	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0059860	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0060110	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0060240	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0061220	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0061230	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0061300	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0061370	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0061390	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0061710	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0061750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0062240	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0062480	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0062940	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0063560	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0063880	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0064020	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0064460	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0064480	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0064500	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0064540	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0064900	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0065070	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0065750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0065820	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0066140	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0066190	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0066370	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0066930	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0067020	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0067030	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0067410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0067630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0067910	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0068020	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0068050	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0068390	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0068790	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0068880	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0069000	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0069460	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0069530	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0069650	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0069960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070070	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070130	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070340	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070670	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070690	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070730	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070790	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0070960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0071260	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0071290	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0071770	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0071960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0072410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0072430	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0072580	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0072590	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0072880	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0073180	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0073330	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0073430	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0073570	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0073580	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0073840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0073870	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0074030	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0074140	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0074300	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0074330	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0074980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075150	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075190	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075260	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075430	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075570	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0075780	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0076530	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0076630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0076640	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0076820	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0076980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077000	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077190	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077280	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077440	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077470	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077480	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077490	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077500	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077650	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0077980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0078160	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0078200	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0078270	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0078590	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0078930	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0078960	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0078970	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0079020	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0079120	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0079140	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0079400	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0079600	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0080260	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0080620	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0080800	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0080840	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0080860	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0080870	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081130	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081170	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081230	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081250	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081410	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081640	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0081790	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082030	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082150	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082550	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082570	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082620	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082750	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082760	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082860	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0082920	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0083360	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0083630	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0083780	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0083980	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0084010	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0084020	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0084320	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0084370	GO:0016740	transferase activity
HORVU.MOREX.r3.1HG0084710	GO:0016740	transferase activity
